Title,Japanese,Type,Studios,Start_Aired,Source,Popularity,Score,Members,Favorites,Genres
Steins;Gate Movie: Fuka Ryouiki no Déjà vu,劇場版 シュタインズゲート 負荷領域のデジャヴ,Movie,White Fox,2013-04-20,Visual novel,339,8.461,546726,2462,"Drama, Sci-Fi"
Crayon Shin-chan Movie 21: Bakauma! B-Kyuu Gourmet Survival Battle!!,映画クレヨンしんちゃん バカうまっ! B級グルメサバイバル!!,Movie,Shin-Ei Animation,2013-04-20,Manga,8010,7.071,4317,3,"Adventure, Comedy, Gourmet"
Detective Conan Movie 17: Private Eye in the Distant Sea,名探偵コナン・絶海の探偵,Movie,TMS Entertainment,2013-04-20,Manga,3291,7.681,35329,16,"Adventure, Comedy, Mystery"
Koumon-teki Juuku Ketsujiru Juke,肛門的重苦 Ketsujiru Juke,Music,Unknown,2013-04-23,Unknown,11254,3.341,1294,0,"Avant Garde, Comedy"
Tama Gura Abayo: Moki Yumokyu Superdeluxe,多摩グラあばよ ～もきゅもきゅスーパーデラックス～,Music,Unknown,2013-04-23,Original,12892,4.191,725,0,Avant Garde
Senyuu. Specials,戦勇。,Special,"Ordet, LIDENFILMS",2013-04-24,Web manga,4572,7.001,17500,8,"Action, Comedy, Fantasy"
Genki Genki Non-tan: Spoon Tan Tan Tan,げんきげんきノンタン スプーン たんたんたん,OVA,Polygon Pictures,2013-04-24,Unknown,17460,,204,0,Unknown
Hetalia: The Beautiful World Specials,ヘタリア The Beautiful World,Special,Studio Deen,2013-04-24,Web manga,4559,7.471,17611,16,Comedy
Kubbe Kort Animasjon,KUBBE kort animasjon(キュッパのアニメ),ONA,Echoes,2013-04-24,Picture book,16514,,263,0,Fantasy
Momoya x Peeping Life: Go en Desu yo!,桃屋×Peeping Life ご縁ですよ！,ONA,Unknown,2013-04-25,Unknown,13627,5.591,562,0,Slice of Life
Takarakuji x Rope,宝くじ×ロペ,ONA,Unknown,2013-04-25,Unknown,14930,,384,0,"Comedy, Slice of Life"
Pokemon Best Wishes! Season 2: Decolora Adventure,ポケットモンスター ベストウイッシュ シーズン２ デコロラアドベンチャー,TV,OLM,2013-04-25,Game,3088,6.271,39613,21,"Action, Adventure, Comedy, Fantasy"
Garden,ガーデン,OVA,Office Takeout,2013-04-26,Manga,5652,6.481,10207,50,Hentai
Ikemen Kyuugo-tai Nurse Angels,イケメン救護隊 Nurse Angels,TV,Unknown,2013-04-26,Unknown,15190,,360,0,Comedy
Ryou Seibai!: Gakuen Bishoujo Seisai Hiroku,凌成敗! ~学園美少女制裁秘録~,OVA,Suzuki Mirano,2013-04-26,Visual novel,6477,6.801,7341,19,Hentai
Spy Penguin (ONA),スパイペンギン,ONA,Next Media Animation,2013-04-26,Original,17522,,201,0,"Adventure, Fantasy"
Saiyuuki Gaiden: Kouga no Shou,最遊記外伝 特別編 香花の章,OVA,Anpro,2013-04-26,Manga,8838,7.221,3154,9,"Adventure, Drama, Fantasy"
Kaixin Baobei: Gu Ling Xing Lixian Ji,开心宝贝之古灵星历险记,TV,Unknown,2013-04-27,Original,20807,,33,0,"Comedy, Sci-Fi"
Garon,ガロン,Movie,Unknown,2013-04-27,Unknown,13440,,598,2,Sci-Fi
Glass no Kamen Desu ga to Z,ガラスの仮面ですが と Z,TV,DLE,2013-04-28,Unknown,12421,5.861,847,1,Comedy
Xi Bai Po 2: Yingxiong Wang Er Xiao,西柏坡2：英雄王二小,Movie,Shanghai Animation Film Studio,2013-04-28,Other,20656,,36,0,Unknown
Koitabi: True Tours Nanto,恋旅～True Tours Nanto～,Special,P.A. Works,2013-04-28,Original,4698,6.871,16419,9,Romance
Miyakawa-ke no Kuufuku,宮河家の空腹,ONA,"Ordet, Encourage Films",2013-04-29,Manga,4024,6.521,23278,27,Slice of Life
Soul Reviver,ソウルリヴァイヴァー,Special,Unknown,2013-04-30,Manga,12961,5.121,709,0,"Action, Supernatural"
Shima Kousaku no Asia Risshi-den Specials,島耕作のアジア立志伝,Special,Unknown,2013-05-01,Manga,17946,,175,0,Drama
Shentan Si Dou Xing,神探四豆星,TV,Unknown,2013-05-01,Original,21047,,29,0,"Adventure, Fantasy"
Qicai Shijie,七彩世界,TV,Unknown,2013-05-01,Original,19561,,69,0,Unknown
Shen Shou Jin Gang 2: Tianshen De Shou,神兽金刚2：天神地兽,TV,Unknown,2013-05-01,Original,20871,,32,0,"Action, Sci-Fi"
Doby Disy: Hanzi Xiao Zhentan,逗逗迪迪之汉字小侦探,TV,Unknown,2013-05-01,Original,20966,,30,0,Unknown
Hayashi-fusai,ハヤシフサイ,Special,Unknown,2013-05-03,Original,17064,,227,0,Unknown
W-Tails Cat: A Strange Presence,W・TAILS CAT - A STRANGE PRESENCE,ONA,Unknown,2013-05-07,Other,13638,5.201,559,2,"Action, Sci-Fi"
Inazuma Eleven Go: Galaxy,イナズマイレブンＧＯ ギャラクシー,TV,OLM,2013-05-08,Game,2924,6.631,43630,95,Sports
Odoriko Clinoppe,踊り子クリノッペ,TV,Unknown,2013-05-09,Unknown,16453,,267,0,"Comedy, Slice of Life"
Saint☆Oniisan (Movie),聖☆おにいさん,Movie,A-1 Pictures,2013-05-10,Manga,1961,7.801,87941,433,"Comedy, Slice of Life"
Kurage Nasu,水母なす,Music,Unknown,2013-05-10,Original,17963,,175,0,Unknown
Shima Kousaku no Asia Risshi-den,島耕作のアジア立志伝,TV,Unknown,2013-05-10,Manga,13870,,518,0,Drama
Tenshi no Drop,天使のどろっぷ,Special,AIC Frontier,2013-05-12,Web manga,4771,3.351,15704,19,"Comedy, Ecchi"
FunaQ: Funassyi to Soutai-kun,ふなＱ ～ふなっしーとＱ(そたいくん)～,ONA,Unknown,2013-05-12,Other,18212,,161,0,Slice of Life
Shin Seikimatsu: Yatsuto no Souguu,新世紀末 奴との遭遇,ONA,Unknown,2013-05-13,Unknown,16448,,268,0,"Comedy, Sci-Fi"
Sun Set Sun,SUN SET SUN,Music,Unknown,2013-05-15,Original,14391,5.351,439,0,Unknown
Saimin Jutsu Zero,催眠術ZERO,OVA,Studio Eromatick,2013-05-17,Visual novel,7323,6.311,5374,4,Hentai
Saishuu Densha featuring Izumi Makura,最終電車 featuring 泉まくら,Music,Unknown,2013-05-17,Music,16710,5.371,248,0,Unknown
Baka Mukashibanashi Movie: Jijii Wars,バカ昔ばなし劇場版～じじいウォーズ～,Movie,Unknown,2013-05-18,Unknown,15905,,304,0,"Comedy, Fantasy"
So Long!,So long !,Music,Unknown,2013-05-19,Original,17521,,201,1,Unknown
Swap,SWAP,Music,Unknown,2013-05-19,Original,17374,5.531,209,0,Unknown
Raldessia Chronicles,ラルディシア クロニクル,ONA,Unknown,2013-05-20,Game,13199,5.201,649,0,"Action, Adventure"
Take Your Way,Take Your Way,Music,Unknown,2013-05-20,Music,8944,6.441,3035,1,"Action, Supernatural"
Baka Misérables,バカ・ミゼラブル,ONA,DLE,2013-05-21,Unknown,14319,5.481,448,0,Comedy
First Rabbit,ファースト・ラビット,Music,Unknown,2013-05-22,Original,17242,5.691,216,0,Unknown
Hakuouki: Reimeiroku OVA,薄桜鬼 黎明録 特典ディスク,OVA,Studio Deen,2013-05-22,Visual novel,7895,7.101,4480,5,"Action, Supernatural"
Yama no Susume: Kabe tte Kowakunai no?,ヤマノススメ 壁って怖くないの？,Special,8bit,2013-05-24,Manga,4288,6.731,20050,4,"Comedy, Slice of Life"
Mangirl!: Asobu Henshuu Girl,まんがーる! 遊ぶへんしゅうがぁる,Special,Doga Kobo,2013-05-24,Manga,6653,5.861,6854,1,"Comedy, Slice of Life"
Kick-Heart,KICK-HEART,Movie,Production I.G,2013-05-26,Original,4377,6.381,19382,31,"Comedy, Romance, Sports"
Pao Fu Xiaojie: Hua Yang Ji,泡芙小姐花漾季,ONA,Unknown,2013-05-27,Original,20746,,34,0,Slice of Life
Chotto Warareru Gag Gaiden,ちょっと笑えるギャグ外伝,Special,Unknown,2013-05-28,Original,19296,,88,0,Comedy
Yuyushiki: Nyanyashiki,ゆゆ式 にゃにゃ式,Special,Kinema Citrus,2013-05-29,4-koma manga,5249,6.281,12339,2,Comedy
Mekakucity Records,メカクシティレコーズ,Music,Unknown,2013-05-29,Music,6289,7.531,7877,25,Sci-Fi
Show By Rock!!: Legend of Shingan Crimsonz,Show by Rock!! レジェンド・オブ・シンガンクリムゾンズ,ONA,Unknown,2013-05-29,Game,9830,6.011,2191,3,Comedy
Show By Rock!!: Plasmagica na Gogo,Show by Rock!! プラズマジカな午後,ONA,Unknown,2013-05-29,Game,10086,5.701,2008,2,Comedy
Kotonoha no Niwa,言の葉の庭,Movie,CoMix Wave Films,2013-05-31,Original,192,7.911,778157,6529,"Drama, Romance, Slice of Life"
Kuiba II: Dazhan Yuan Yang Jie,魁拔II：大战元泱界,Movie,Unknown,2013-05-31,Original,13704,6.381,546,2,"Action, Adventure, Fantasy"
Qian Ting Zong Dong Yuan 3: Caihong Baozang,潜艇总动员3：彩虹宝藏,Movie,Unknown,2013-05-31,Unknown,20504,,40,0,Adventure
Furyou ni Hamerarete Jusei Suru Kyonyuu Okaasan The Animation,不良にハメられて受精する巨乳お母さん THE ANIMATION,OVA,Office Takeout,2013-05-31,Visual novel,6290,6.151,7872,33,Hentai
Nuki Doki! Tenshi to Akuma no Sakusei Battle,ヌキどきッ! ~天使と悪魔の搾精バトル~,OVA,PoRO,2013-05-31,Visual novel,4791,6.891,15549,50,Hentai
Hitotsubu ni Kawaranu Ai wo Komete,一粒に変わらぬ愛をこめて,ONA,Studio 4°C,2013-06-01,Unknown,9384,5.971,2567,2,Slice of Life
Kuaile Tuo Mo Ta: Baoxiao Cheng Yuhui,快乐椭魔塔之爆笑成语汇,TV,Unknown,2013-06-01,Original,20058,,51,0,Adventure
Donyatsu,どーにゃつ,Movie,Gathering,2013-06-01,Manga,7714,5.901,4761,7,"Comedy, Sci-Fi"
Xing Zi Xiao Chu Shen,星仔小厨神,TV,Unknown,2013-06-01,Original,21468,,16,0,"Fantasy, Gourmet"
Asunal Kanayama,アスナル金山,Special,Unknown,2013-06-03,Original,15669,5.231,320,0,Slice of Life
Koukaku Kidoutai Arise: Another Mission,攻殻機動隊ＡＲＩＳＥ ANOTHER MISSION,Special,Production I.G,2013-06-04,Unknown,5499,6.491,10946,6,"Action, Sci-Fi"
Peeping Life: Tezuka Pro - Tatsunoko Pro Wonderland ONA,Peeping Life 手塚プロ・タツノコプロ ワンダーランド,ONA,Unknown,2013-06-06,Unknown,14870,,390,0,Comedy
Kingdom 2nd Season,キングダム 第2シリーズ,TV,Pierrot,2013-06-08,Manga,1694,8.341,108662,796,Action
Union Union,union union,Special,Decovocal,2013-06-08,Original,17834,,182,0,Unknown
Hal,ハル,Movie,Wit Studio,2013-06-08,Original,1424,7.411,135335,359,"Drama, Romance, Sci-Fi"
Origami of Landscape,Origami of landscape,ONA,Unknown,2013-06-08,Original,14121,5.181,475,0,Avant Garde
Subarashii Sekai,スバラシイセカイ,Music,Unknown,2013-06-10,Music,13530,5.831,580,0,Fantasy
Shounen Sunday CM: Be Blues! Ao ni Nare,BE BLUES!~青になれ~,ONA,Unknown,2013-06-12,Manga,13249,5.351,639,1,Sports
Yuuto-kun ga Iku,ゆうとくんがいく,TV,Shirogumi,2013-06-14,Unknown,16036,,297,0,Sports
Graphillion: Kazoeage Oneesan wo Sukue,Graphillion 数え上げおねえさんを救,ONA,Unknown,2013-06-17,Unknown,16342,5.251,274,0,Unknown
Mini Van Special,みにヴぁん,Special,DLE,2013-06-18,4-koma manga,12240,6.241,900,0,"Comedy, Slice of Life"
Magical☆Star Kanon 100%,マジカル☆スター かのん100％,OVA,Manglobe,2013-06-18,Manga,3558,6.761,30120,20,Unknown
Turning Girls,ターニングガールズ,ONA,Trigger,2013-06-18,Original,6306,6.031,7836,11,"Comedy, Slice of Life"
"Qianjin, Dawalixi","前进, 达瓦里希",Movie,Unknown,2013-06-19,Unknown,20027,,51,0,Unknown
Mirai Nikki: Redial,未来日記リダイヤル,OVA,asread.,2013-06-19,Manga,589,7.311,335333,577,Supernatural
Ore no Imouto ga Konnani Kawaii Wake ga Nai.: SD Chara ni Yoru Short Movie,俺の妹がこんなに可愛いわけがない。SDキャラによるショートムービー,Special,Unknown,2013-06-19,Light novel,5549,6.501,10664,7,Comedy
Chuunibyou demo Koi ga Shitai!: Kirameki no... Slapstick Noel,中二病でも恋がしたい! 煌めきの... 聖爆誕祭（スラップステック・ノエル）,Special,Kyoto Animation,2013-06-19,Light novel,968,7.501,210416,164,"Comedy, Romance"
Rescue Me!,れすきゅーME!,OVA,Hoods Entertainment,2013-06-20,Manga,3583,5.801,29620,22,"Romance, Ecchi"
Ro-Kyu-Bu!: Tomoka no Ichigo Sundae,ロウきゅーぶ！智花のいちごサンデー,OVA,Project No.9,2013-06-20,Unknown,4651,6.941,16773,8,"Comedy, Sports, Ecchi"
Girls & Panzer: Nihon Senshadou Renmei News,ガールズ＆パンツァー 日本戦車道連盟ニュース,Special,Actas,2013-06-21,Original,7597,6.731,4971,2,Comedy
M Ogui: Last Order,M男食い ラストオーダー,OVA,Unknown,2013-06-21,Manga,6837,6.391,6379,17,Hentai
HORIZON feat. Hatsune Miku,HORIZON feat. 初音ミク,Music,Unknown,2013-06-21,Music,9448,5.671,2501,4,Unknown
Karneval Specials,コミックスカバー裏コメント,Special,Manglobe,2013-06-21,Manga,5825,6.861,9529,6,Comedy
Arata Kangatari Picture Drama,アラタ カンガタリ ~革神語~ ピクチャードラマ,Special,Satelight,2013-06-21,Manga,9604,5.711,2383,5,Fantasy
Glass no Kamen Desu ga the Movie: Onna Spy no Koi! Murasaki no Bara wa Kiken na Kaori!?,ガラスの仮面ですが THE MOVIE 女スパイの恋! 紫のバラは危険な香り!?,Movie,DLE,2013-06-22,Manga,12111,5.491,935,1,Comedy
Koukaku Kidoutai Arise: Ghost in the Shell - Border:1 Ghost Pain,攻殻機動隊ARISE -GHOST IN THE SHELL- border1 Ghost Pain,Movie,Production I.G,2013-06-22,Manga,2471,7.441,59795,66,Sci-Fi
Yasai no Yousei: Quiz Gekijou,やさいのようせい クイズげきじょう,Movie,Unknown,2013-06-22,Unknown,16307,,277,0,Comedy
Peeping Life: Tezuka Pro - Tatsunoko Pro Wonderland Specials,Peeping Life 手塚プロ・タツノコプロ ワンダーランド,Special,Unknown,2013-06-25,Unknown,15100,,367,0,Comedy
Papa no Iukoto wo Kikinasai! OVA,パパのいうことを聞きなさい！OVA,OVA,feel.,2013-06-25,Light novel,3211,7.341,36777,27,"Comedy, Romance, Slice of Life"
Peeping Life: Tezuka Pro - Tatsunoko Pro Wonderland,Peeping Life 手塚プロ・タツノコプロ ワンダーランド,OVA,Unknown,2013-06-25,Unknown,14408,,436,0,Comedy
Toukiden: The Age of Demons - Introduction,討鬼伝,Special,Studio 4°C,2013-06-26,Game,11684,5.751,1091,0,Action
Hyakka Ryouran: Samurai Bride Specials,百花繚乱 サムライブライド,Special,Arms,2013-06-26,Light novel,5171,6.561,12824,6,"Comedy, Ecchi"
Busou Shinki: Install x Dream,武装神姫 Install x Dream,OVA,8bit,2013-06-26,Unknown,6899,6.541,6246,1,"Action, Sci-Fi"
Gokujo.: Souda Onsen ni Ikou!!,ゴクジョッ。そうだ温泉に行こう！！,Special,LMD,2013-06-26,Manga,7307,5.911,5391,5,"Comedy, Girls Love, Ecchi"
Bakuman. 3rd Season Specials,バクマン。,Special,J.C.Staff,2013-06-26,Manga,4729,6.981,16073,17,Comedy
Rin x Sen + Ran -> Sem: Cross Mix,RIN×SEN＋Ran→Sem Cross Mix,OVA,Suzuki Mirano,2013-06-28,Visual novel,5865,6.991,9400,70,Hentai
Kaixin Chaoren,开心超人,Movie,Unknown,2013-06-28,Original,20616,,37,0,Sci-Fi
Boku wa Ou-sama (TV) Special,ぼくは王さま (2013),Special,Graphinica,2013-06-29,Picture book,17231,,216,0,Unknown
Ketsuekigata-kun! Featuring Yuri & Nasuno,血液型くん！フューチャリング ユリ＆なすの,Special,feel.,2013-06-30,Web manga,8553,4.711,3524,1,Comedy
Sanjougattai Transformers Go!,参乗合体 トランスフォーマーGo!,OVA,Tatsunoko Production,2013-07-01,Original,12669,5.101,778,0,Sci-Fi
